1.000000000000000000e+00,-1.150786151258889056e-01,-2.222702324659729389e-01,-6.042863419737715125e-02
0.000000000000000000e+00,-5.459949375447107345e-01,-4.840808952848627694e-02,4.352278618291467727e-02
1.000000000000000000e+00,-3.633795033875975578e-01,-6.242905447361832283e-02,3.023995960567134322e-02
1.000000000000000000e+00,-7.957102729168211153e-02,-1.904400273648027553e-01,-1.708493105784822941e-01
1.000000000000000000e+00,3.078828311821068392e-02,-2.188788638237929018e-01,5.148866959260329362e-02
1.000000000000000000e+00,2.310901299318867119e-01,-2.381068403630524632e-01,7.513073771487230323e-02
1.000000000000000000e+00,4.520175131990757933e-01,-2.647595066782135742e-01,5.836434228900479887e-02
1.000000000000000000e+00,3.387025422245033002e-01,-3.446060997344559396e-01,2.225894248135953934e-02
1.000000000000000000e+00,-5.756377401692762685e-01,2.012861892081120319e-01,1.941562530627741479e-01
0.000000000000000000e+00,-6.087905661127132051e-01,1.694831844591218883e-01,1.805137334880259625e-01
0.000000000000000000e+00,-1.347360556924492025e-01,-1.376635651032462881e-01,-7.213964797090781367e-02
1.000000000000000000e+00,-9.835458349584047522e-02,-1.416239006993181004e-01,-2.552204247163562117e-02
0.000000000000000000e+00,9.731718929063619405e-02,-1.478526691328147791e-01,-6.857948821197341893e-03
0.000000000000000000e+00,5.470766572454470733e-01,-1.232083236629983175e-01,4.789563777713780057e-01
0.000000000000000000e+00,1.389631967363465226e-01,-2.664353246548833987e-01,-3.551381921546060971e-02
0.000000000000000000e+00,-2.966736386317561647e-01,-1.640068560702401257e-01,-4.405279541608126542e-02
0.000000000000000000e+00,-3.910902268518116620e-01,1.475455127429069896e-02,8.619697641771154051e-02
0.000000000000000000e+00,1.285919233471198853e-01,-2.013866793574713987e-01,-4.485571722687983071e-02
1.000000000000000000e+00,-1.016537578069378750e-01,-2.182410889688577438e-01,-3.694360691169758931e-02
1.000000000000000000e+00,-7.169821097010407041e-01,2.432871210338178602e-01,1.551983983942441248e-01
0.000000000000000000e+00,-4.610412964105158329e-01,-1.014829394122535589e-01,-2.106646105219813769e-01
0.000000000000000000e+00,-3.435219067128933990e-01,-1.453466492585856439e-02,1.154627690693677683e-02
0.000000000000000000e+00,-8.263167359226857300e-01,1.183319438280587693e-01,2.218523344239754780e-02
1.000000000000000000e+00,-2.565964206125770919e-01,-1.042992774898011676e-01,-3.894896888386593925e-02
0.000000000000000000e+00,-4.683014103354973812e-01,4.618143495979180890e-02,8.806364601950897320e-02
1.000000000000000000e+00,-1.361153928796471901e-01,-1.688034068383037489e-01,-5.815112245502988830e-02
1.000000000000000000e+00,-6.636519676657606226e-01,3.435244873917640135e-02,-3.926927856247437731e-02
1.000000000000000000e+00,-7.029965739285823911e-01,8.282972542390033832e-02,-3.247952416787401597e-02
1.000000000000000000e+00,-2.598819462289365667e-01,-1.359279024713183626e-01,-4.105765693723562038e-02
1.000000000000000000e+00,-5.617324500284477384e-01,2.557496376997067319e-02,-3.444691857614618630e-02
0.000000000000000000e+00,-5.370191761164551103e-01,7.999639946381587041e-03,-7.124844275752856282e-03
0.000000000000000000e+00,-6.070500468064731203e-01,-3.303673428224562780e-02,-9.906480593650861255e-02
1.000000000000000000e+00,-4.568346922636125629e-01,1.012714315785684244e-01,1.200579468999715821e-01
0.000000000000000000e+00,3.333339103029022144e-01,-1.145690078632264075e-01,-4.576396053695187122e-03
1.000000000000000000e+00,-4.225583616677197063e-01,-1.240914872624908349e-01,-1.738889815048708931e-01
1.000000000000000000e+00,2.870231489553523585e-01,-8.149632979486984286e-02,4.868599647424519394e-02
0.000000000000000000e+00,3.023628659743481384e-01,-6.238616748545103979e-02,5.168344500338293429e-02
0.000000000000000000e+00,6.416570308430650238e-01,-1.892157909119618064e-01,6.723625799515262069e-02
1.000000000000000000e+00,6.060545678388785662e-01,-1.020360468292184630e-01,1.945886631375053633e-01
0.000000000000000000e+00,-1.398920714989995151e-01,9.870730715172912340e-02,1.731313520456634891e-01
0.000000000000000000e+00,-2.526985398265984770e-02,2.118615501755327923e-01,-1.344628540448107312e-01
1.000000000000000000e+00,-2.396119748646418635e-01,2.350873425409068518e-01,-1.257633135756893727e-01
0.000000000000000000e+00,6.811343762904206733e-02,2.462575042237746814e-01,-5.321263706989618619e-02
0.000000000000000000e+00,3.129110271096942619e-01,3.579318728352244849e-01,-1.990348499013000483e-02
1.000000000000000000e+00,1.276176149537314508e+00,1.488070446792915669e-01,-1.381717693853991291e-01
0.000000000000000000e+00,1.143434186275089914e-01,2.272608279980485313e-01,-8.192181145919996688e-02
0.000000000000000000e+00,2.771516824956007929e-01,3.210351521722012991e-01,1.647604643167210892e-01
1.000000000000000000e+00,1.064919721080020087e+00,2.004545740694075873e-01,-5.927188193815388639e-02
0.000000000000000000e+00,-1.404538402876476522e-01,2.281632132207341290e-01,-1.021566440258343395e-01
1.000000000000000000e+00,1.182497492961232632e+00,8.435167511100391535e-02,-1.330133282806125750e-01
0.000000000000000000e+00,2.095600948136655539e-01,2.528792615599582128e-01,-2.732138620364046866e-02
1.000000000000000000e+00,1.303305256593086048e+00,1.043574521183553427e-01,2.352198640894867521e-02
0.000000000000000000e+00,-4.092394700200957525e-01,2.450692771383862767e-01,-7.793212178670035073e-02
1.000000000000000000e+00,1.430684669167639811e+00,1.552928777146204142e-01,-1.509299058302109031e-02
1.000000000000000000e+00,3.113864410229661983e-01,5.932731071885681551e-02,-1.364275916227564722e-01
